well_name,depth_m,lith_code
Well-1,1497,1
Well-1,1498,9
Well-1,1499,5
Well-1,1500,8
Well-1,1501,6
Well-1,1502,3
Well-1,1503,4
Well-1,1504,6
Well-1,1505,4
Well-1,1506,4
Well-1,1507,4
Well-1,1508,1
Well-1,1509,2
Well-1,1510,6
Well-1,1511,2
Well-1,1512,10
Well-1,1513,1
Well-1,1514,1
Well-1,1515,6
Well-1,1516,10
Well-1,1517,8
Well-1,1518,1
Well-1,1519,2
Well-1,1520,5
Well-1,1521,1
Well-1,1522,6
Well-1,1523,9
Well-1,1524,3
Well-1,1525,2
Well-1,1526,10
Well-1,1527,7
Well-1,1528,8
Well-1,1529,1
Well-1,1530,6
Well-1,1531,9
Well-1,1532,7
Well-1,1533,4
Well-1,1534,1
Well-1,1535,10
Well-1,1536,9
Well-1,1537,10
Well-1,1538,3
Well-1,1539,3
Well-1,1540,6
Well-1,1541,7
Well-1,1542,10
Well-1,1543,1
Well-1,1544,1
Well-1,1545,9
Well-1,1546,8
Well-1,1547,5
Well-1,1548,3
Well-1,1549,5
Well-1,1550,3
Well-1,1551,3
Well-1,1552,1
Well-1,1553,5
Well-1,1554,8
Well-1,1555,6
Well-1,1556,9
Well-1,1557,9
Well-1,1558,8
Well-1,1559,2
Well-1,1560,6
Well-1,1561,10
Well-1,1562,1
Well-1,1563,9
Well-1,1564,6
Well-1,1565,3
Well-1,1566,2
Well-1,1567,4
Well-1,1568,1
Well-1,1569,5
Well-1,1570,1
Well-1,1571,4
Well-1,1572,2
Well-1,1573,8
Well-1,1574,7
Well-1,1575,10
Well-1,1576,9
Well-1,1577,1
Well-1,1578,3
Well-1,1579,3
Well-1,1580,1
Well-1,1581,1
Well-1,1582,7
Well-1,1583,6
Well-1,1584,6
Well-1,1585,2
Well-1,1586,10
Well-1,1587,7
Well-1,1588,7
Well-1,1589,3
Well-1,1590,8
Well-1,1591,1
Well-1,1592,5
Well-1,1593,6
Well-1,1594,10
Well-1,1595,8
Well-1,1596,7
Well-1,1597,7
Well-1,1598,3
Well-1,1599,9
Well-1,1600,1
Well-1,1601,2
Well-1,1602,4
Well-1,1603,10
Well-1,1604,2
Well-1,1605,4
Well-1,1606,3
Well-1,1607,8
Well-1,1608,1
Well-1,1609,8
Well-1,1610,8
Well-1,1611,4
Well-1,1612,7
Well-1,1613,9
Well-1,1614,8
Well-1,1615,1
Well-1,1616,9
Well-1,1617,1
Well-1,1618,8
Well-1,1619,5
Well-1,1620,1
Well-1,1621,3
Well-1,1622,8
Well-1,1623,7
Well-1,1624,6
Well-1,1625,6
Well-1,1626,4
Well-1,1627,7
Well-1,1628,6
Well-1,1629,5
Well-1,1630,7
Well-1,1631,1
Well-1,1632,1
Well-1,1633,6
Well-1,1634,5
Well-1,1635,10
Well-1,1636,10
Well-1,1637,10
Well-1,1638,7
Well-1,1639,10
Well-1,1640,5
Well-1,1641,7
Well-1,1642,4
Well-1,1643,5
Well-1,1644,2
Well-1,1645,5
Well-1,1646,6
Well-1,1647,4
Well-1,1648,1
Well-1,1649,1
Well-1,1650,2
Well-1,1651,7
Well-1,1652,6
Well-1,1653,1
Well-1,1654,1
Well-1,1655,5
Well-1,1656,8
Well-1,1657,9
Well-1,1658,9
Well-1,1659,8
Well-1,1660,4
Well-1,1661,3
Well-1,1662,5
Well-1,1663,1
Well-1,1664,2
Well-1,1665,10
Well-1,1666,8
Well-1,1667,3
Well-1,1668,8
Well-1,1669,4
Well-1,1670,6
Well-1,1671,4
Well-1,1672,6
Well-1,1673,4
Well-1,1674,8
Well-1,1675,2
Well-1,1676,10
Well-1,1677,5
Well-1,1678,9
Well-1,1679,1
Well-1,1680,8
Well-1,1681,7
Well-1,1682,9
Well-1,1683,7
Well-1,1684,2
Well-1,1685,10
Well-1,1686,2
Well-1,1687,4
Well-1,1688,2
Well-1,1689,6
Well-1,1690,3
Well-1,1691,8
Well-1,1692,6
Well-1,1693,6
Well-1,1694,3
Well-1,1695,8
Well-1,1696,4
Well-1,1697,6
Well-1,1698,1
Well-1,1699,7
Well-1,1700,9
Well-1,1701,2
Well-1,1702,5
Well-1,1703,3
Well-1,1704,3
Well-1,1705,4
Well-1,1706,8
Well-1,1707,6
Well-1,1708,10
Well-1,1709,10
Well-1,1710,1
Well-1,1711,10
Well-1,1712,3
Well-1,1713,4
Well-1,1714,10
Well-1,1715,4
Well-1,1716,7
Well-1,1717,4
Well-1,1718,5
Well-1,1719,9
Well-1,1720,3
Well-1,1721,3
Well-1,1722,9
Well-1,1723,10
Well-1,1724,9
Well-1,1725,10
Well-1,1726,7
Well-1,1727,2
Well-1,1728,5
Well-1,1729,3
Well-1,1730,5
Well-1,1731,3
Well-1,1732,4
Well-1,1733,3
Well-1,1734,4
Well-1,1735,10
Well-1,1736,3
Well-1,1737,7
Well-1,1738,3
Well-1,1739,9
Well-1,1740,10
Well-1,1741,1
Well-1,1742,6
Well-1,1743,7
Well-1,1744,6
Well-1,1745,5
Well-1,1746,4
Well-1,1747,10
Well-1,1748,1
Well-1,1749,10
Well-1,1750,4
Well-1,1751,8
Well-1,1752,8
Well-1,1753,10
Well-1,1754,9
Well-1,1755,2
Well-1,1756,10
Well-1,1757,4
Well-1,1758,3
Well-1,1759,3
Well-1,1760,10
Well-1,1761,5
Well-1,1762,2
Well-1,1763,8
Well-1,1764,4
Well-1,1765,10
Well-1,1766,7
Well-1,1767,8
Well-1,1768,3
Well-1,1769,3
Well-1,1770,4
Well-1,1771,8
Well-1,1772,4
Well-1,1773,1
Well-1,1774,10
Well-1,1775,5
Well-1,1776,3
Well-1,1777,10
Well-1,1778,1
Well-1,1779,2
Well-1,1780,10
Well-1,1781,7
Well-1,1782,6
Well-1,1783,1
Well-1,1784,1
Well-1,1785,2
Well-1,1786,6
Well-1,1787,1
Well-1,1788,8
Well-1,1789,4
Well-1,1790,3
Well-1,1791,7
Well-1,1792,5
Well-1,1793,2
Well-1,1794,7
Well-1,1795,8
Well-1,1796,10
Well-1,1797,1
Well-1,1798,4
Well-1,1799,8
Well-1,1800,1
Well-1,1801,4
Well-1,1802,8
Well-1,1803,6
Well-1,1804,10
Well-1,1805,2
Well-1,1806,1
Well-1,1807,9
Well-1,1808,9
Well-1,1809,1
Well-1,1810,8
Well-1,1811,9
Well-1,1812,1
Well-1,1813,3
Well-1,1814,5
Well-1,1815,9
Well-1,1816,6
Well-1,1817,9
Well-1,1818,3
Well-1,1819,2
Well-1,1820,3
Well-1,1821,2
Well-1,1822,7
Well-1,1823,3
Well-1,1824,4
Well-1,1825,4
Well-1,1826,8
Well-1,1827,3
Well-1,1828,2
Well-1,1829,2
Well-1,1830,10
Well-1,1831,2
Well-1,1832,5
Well-1,1833,2
Well-1,1834,8
Well-1,1835,6
Well-1,1836,5
Well-1,1837,9
Well-1,1838,2
Well-1,1839,3
Well-1,1840,10
Well-1,1841,6
Well-1,1842,4
Well-1,1843,5
Well-1,1844,7
Well-1,1845,5
Well-1,1846,3
Well-1,1847,5
Well-1,1848,4
Well-1,1849,1
Well-1,1850,7
Well-1,1851,7
Well-1,1852,5
Well-1,1853,6
Well-1,1854,5
Well-1,1855,2
Well-1,1856,10
Well-1,1857,1
Well-1,1858,9
Well-1,1859,8
Well-1,1860,5
Well-1,1861,3
Well-1,1862,9
Well-1,1863,1
Well-1,1864,6
Well-1,1865,1
Well-1,1866,2
Well-1,1867,4
Well-1,1868,2
Well-1,1869,3
Well-1,1870,4
Well-1,1871,1
Well-1,1872,7
Well-1,1873,9
Well-1,1874,4
Well-1,1875,3
Well-1,1876,6
Well-1,1877,10
Well-1,1878,1
Well-1,1879,9
Well-1,1880,6
Well-1,1881,1
Well-1,1882,3
Well-1,1883,8
Well-1,1884,9
Well-1,1885,6
Well-1,1886,10
Well-1,1887,3
Well-1,1888,10
Well-1,1889,3
Well-1,1890,8
Well-1,1891,10
Well-1,1892,7
Well-1,1893,9
Well-1,1894,6
Well-1,1895,10
Well-1,1896,5
Well-1,1897,3
Well-1,1898,1
Well-1,1899,1
Well-1,1900,2
Well-1,1901,1
Well-1,1902,1
Well-1,1903,6
Well-1,1904,5
Well-1,1905,10
Well-1,1906,9
Well-1,1907,9
Well-1,1908,9
Well-1,1909,5
Well-1,1910,5
Well-1,1911,9
Well-1,1912,6
Well-1,1913,6
Well-1,1914,7
Well-1,1915,5
Well-1,1916,10
Well-1,1917,2
Well-1,1918,3
Well-1,1919,7
Well-1,1920,4
Well-1,1921,6
Well-1,1922,10
Well-1,1923,8
Well-1,1924,6
Well-1,1925,3
Well-1,1926,1
Well-1,1927,3
Well-1,1928,9
Well-1,1929,2
Well-1,1930,1
Well-1,1931,5
Well-1,1932,4
Well-1,1933,10
Well-1,1934,7
Well-1,1935,8
Well-1,1936,8
Well-1,1937,1
Well-1,1938,3
Well-1,1939,1
Well-1,1940,9
Well-1,1941,8
Well-1,1942,2
Well-1,1943,6
Well-1,1944,1
Well-1,1945,2
Well-1,1946,10
Well-1,1947,4
Well-1,1948,10
Well-1,1949,2
Well-1,1950,6
Well-1,1951,1
Well-1,1952,10
Well-1,1953,1
Well-1,1954,5
Well-1,1955,5
Well-1,1956,2
Well-1,1957,2
Well-1,1958,9
Well-1,1959,9
Well-1,1960,1
Well-1,1961,7
Well-1,1962,9
Well-1,1963,9
Well-1,1964,5
Well-1,1965,8
Well-1,1966,6
Well-1,1967,6
Well-1,1968,7
Well-1,1969,4
Well-1,1970,10
Well-1,1971,9
Well-1,1972,4
Well-1,1973,3
Well-1,1974,3
Well-1,1975,7
Well-1,1976,3
Well-1,1977,3
Well-1,1978,2
Well-1,1979,10
Well-1,1980,2
Well-1,1981,3
Well-1,1982,6
Well-1,1983,6
Well-1,1984,10
Well-1,1985,3
Well-1,1986,1
Well-1,1987,7
Well-1,1988,8
Well-1,1989,8
Well-1,1990,3
Well-1,1991,1
Well-1,1992,1
Well-1,1993,5
Well-1,1994,8
Well-1,1995,4
Well-1,1996,8
Well-1,1997,8
Well-1,1998,6
Well-1,1999,8
Well-1,2000,3
Well-1,2001,8
Well-1,2002,9
Well-1,2003,5
Well-1,2004,1
Well-1,2005,1
Well-1,2006,1
Well-1,2007,3
Well-1,2008,10
Well-1,2009,9
Well-1,2010,5
Well-1,2011,10
Well-1,2012,1
Well-1,2013,4
Well-1,2014,5
Well-1,2015,5
Well-1,2016,9
Well-1,2017,5
Well-1,2018,10
Well-1,2019,3
Well-1,2020,7
Well-1,2021,4
Well-1,2022,7
Well-1,2023,2
Well-1,2024,2
Well-1,2025,2
Well-1,2026,1
Well-1,2027,9
Well-1,2028,3
Well-1,2029,8
Well-1,2030,10
Well-1,2031,1
Well-1,2032,1
Well-1,2033,5
Well-1,2034,8
Well-1,2035,4
Well-1,2036,1
Well-1,2037,6
Well-1,2038,7
Well-1,2039,10
Well-1,2040,3
Well-1,2041,2
Well-1,2042,3
Well-1,2043,2
Well-1,2044,8
Well-1,2045,8
Well-1,2046,9
Well-1,2047,10
Well-1,2048,5
Well-1,2049,7
Well-1,2050,8
Well-1,2051,10
Well-1,2052,2
Well-1,2053,3
Well-1,2054,7
Well-1,2055,7
Well-1,2056,4
Well-1,2057,7
Well-1,2058,7
Well-1,2059,8
Well-1,2060,8
Well-1,2061,6
Well-1,2062,3
Well-1,2063,1
Well-1,2064,9
Well-1,2065,5
Well-1,2066,4
Well-1,2067,10
Well-1,2068,5
Well-1,2069,9
Well-1,2070,8
Well-1,2071,9
Well-1,2072,9
Well-1,2073,5
Well-1,2074,1
Well-1,2075,4
Well-1,2076,1
Well-1,2077,8
Well-1,2078,9
Well-1,2079,5
Well-1,2080,5
Well-1,2081,6
Well-1,2082,4
Well-1,2083,7
Well-1,2084,6
Well-1,2085,1
Well-1,2086,10
Well-1,2087,2
Well-1,2088,3
Well-1,2089,4
Well-1,2090,7
Well-1,2091,10
Well-1,2092,10
Well-1,2093,2
Well-1,2094,9
Well-1,2095,5
Well-1,2096,6
Well-1,2097,3
Well-1,2098,3
Well-1,2099,9
Well-1,2100,9
Well-1,2101,2
Well-1,2102,8
Well-1,2103,10
Well-1,2104,4
Well-1,2105,4
Well-1,2106,7
Well-1,2107,10
Well-1,2108,1
Well-1,2109,5
Well-1,2110,7
Well-1,2111,10
Well-1,2112,9
Well-1,2113,7
Well-1,2114,5
Well-1,2115,4
Well-1,2116,9
Well-1,2117,8
Well-1,2118,2
Well-1,2119,2
Well-1,2120,8
Well-1,2121,3
Well-1,2122,2
Well-1,2123,5
Well-1,2124,1
Well-1,2125,9
Well-1,2126,4
Well-1,2127,6
Well-1,2128,1
Well-1,2129,7
Well-1,2130,5
Well-1,2131,10
Well-1,2132,10
Well-1,2133,8
Well-1,2134,8
Well-1,2135,8
Well-1,2136,4
Well-1,2137,9
Well-1,2138,3
Well-1,2139,8
Well-1,2140,5
Well-1,2141,3
Well-1,2142,2
Well-1,2143,2
Well-1,2144,7
Well-1,2145,1
Well-1,2146,6
Well-1,2147,8
Well-1,2148,5
Well-1,2149,10
Well-1,2150,8
Well-1,2151,4
Well-1,2152,6
Well-1,2153,4
Well-1,2154,10
Well-1,2155,1
Well-1,2156,4
Well-1,2157,5
Well-1,2158,10
Well-1,2159,5
Well-1,2160,10
Well-1,2161,4
Well-1,2162,8
Well-1,2163,5
Well-1,2164,4
Well-1,2165,2
Well-1,2166,3
Well-1,2167,9
Well-1,2168,5
Well-1,2169,2
Well-1,2170,2
Well-1,2171,1
Well-1,2172,2
Well-1,2173,6
Well-1,2174,8
Well-1,2175,4
Well-1,2176,10
Well-1,2177,8
Well-1,2178,5
Well-1,2179,6
Well-1,2180,8
Well-1,2181,6
Well-1,2182,2
Well-1,2183,6
Well-1,2184,8
Well-1,2185,6
Well-1,2186,8
Well-1,2187,4
Well-1,2188,2
Well-1,2189,9
Well-1,2190,5
Well-1,2191,1
Well-1,2192,8
Well-1,2193,8
Well-1,2194,9
Well-1,2195,10
Well-1,2196,5
Well-1,2197,1
Well-1,2198,8
Well-1,2199,4
Well-1,2200,5
Well-1,2201,8
Well-1,2202,10
Well-1,2203,1
Well-1,2204,6
Well-1,2205,5
Well-1,2206,3
Well-1,2207,3
Well-1,2208,5
Well-1,2209,8
Well-1,2210,8
Well-1,2211,6
Well-1,2212,6
Well-1,2213,9
Well-1,2214,8
Well-1,2215,1
Well-1,2216,10
Well-1,2217,9
Well-1,2218,9
Well-1,2219,10
Well-1,2220,1
Well-1,2221,9
Well-1,2222,7
Well-1,2223,7
Well-1,2224,1
Well-1,2225,6
Well-1,2226,7
Well-1,2227,5
Well-1,2228,6
Well-1,2229,5
Well-1,2230,6
Well-1,2231,10
Well-1,2232,3
Well-1,2233,4
Well-1,2234,5
Well-1,2235,10
Well-1,2236,7
Well-1,2237,3
Well-1,2238,6
Well-1,2239,5
Well-1,2240,1
Well-1,2241,3
Well-1,2242,4
Well-1,2243,5
Well-1,2244,9
Well-1,2245,9
Well-1,2246,7
Well-1,2247,2
Well-1,2248,4
Well-1,2249,5
Well-1,2250,5
Well-1,2251,5
Well-1,2252,6
Well-1,2253,7
Well-1,2254,7
Well-1,2255,9
Well-1,2256,1
Well-1,2257,2
Well-1,2258,4
Well-1,2259,1
Well-1,2260,1
Well-1,2261,10
Well-1,2262,4
Well-1,2263,3
Well-1,2264,10
Well-1,2265,10
Well-1,2266,3
Well-1,2267,4
Well-1,2268,7
Well-1,2269,1
Well-1,2270,5
Well-1,2271,5
Well-1,2272,5
Well-1,2273,6
Well-1,2274,9
Well-1,2275,4
Well-1,2276,5
Well-1,2277,5
Well-1,2278,1
Well-1,2279,10
Well-1,2280,4
Well-1,2281,5
Well-1,2282,5
Well-1,2283,10
Well-1,2284,2
Well-1,2285,6
Well-1,2286,5
Well-1,2287,3
Well-1,2288,2
Well-1,2289,6
Well-1,2290,8
Well-1,2291,2
Well-1,2292,1
Well-1,2293,8
Well-1,2294,6
Well-1,2295,6
Well-1,2296,2
Well-1,2297,8
Well-1,2298,4
Well-1,2299,5
Well-1,2300,8
Well-1,2301,6
Well-1,2302,3
Well-1,2303,6
Well-1,2304,2
Well-1,2305,2
Well-1,2306,6
Well-1,2307,10
Well-1,2308,5
Well-1,2309,5
Well-1,2310,5
Well-1,2311,2
Well-1,2312,3
Well-1,2313,9
Well-1,2314,3
Well-1,2315,8
Well-1,2316,8
Well-1,2317,1
Well-1,2318,2
Well-1,2319,1
Well-1,2320,9
Well-1,2321,10
Well-1,2322,3
Well-1,2323,10
Well-1,2324,6
Well-1,2325,1
Well-1,2326,2
Well-1,2327,9
Well-1,2328,6
Well-1,2329,3
Well-1,2330,4
Well-1,2331,9
Well-1,2332,7
Well-1,2333,6
Well-1,2334,10
Well-1,2335,2
Well-1,2336,6
Well-1,2337,3
Well-1,2338,5
Well-1,2339,8
Well-1,2340,4
Well-1,2341,7
Well-1,2342,7
Well-1,2343,6
Well-1,2344,8
Well-1,2345,2
Well-1,2346,2
Well-1,2347,4
Well-1,2348,6
Well-1,2349,2
Well-1,2350,8
Well-1,2351,1
Well-1,2352,2
Well-1,2353,4
Well-1,2354,3
Well-1,2355,3
Well-1,2356,8
Well-1,2357,1
Well-1,2358,1
Well-1,2359,8
Well-1,2360,8
Well-1,2361,5
Well-1,2362,8
Well-1,2363,9
Well-1,2364,8
Well-1,2365,10
Well-1,2366,3
Well-1,2367,9
Well-1,2368,2
Well-1,2369,10
Well-1,2370,1
Well-1,2371,10
Well-1,2372,6
Well-1,2373,7
Well-1,2374,9
Well-1,2375,8
Well-1,2376,10
Well-1,2377,8
Well-1,2378,5
Well-1,2379,9
Well-1,2380,9
Well-1,2381,8
Well-1,2382,3
Well-1,2383,7
Well-1,2384,1
Well-1,2385,6
Well-1,2386,3
Well-1,2387,9
Well-1,2388,1
Well-1,2389,8
Well-1,2390,2
Well-1,2391,7
Well-1,2392,9
Well-1,2393,10
Well-1,2394,5
Well-1,2395,6
Well-1,2396,9
Well-1,2397,1
Well-1,2398,3
Well-1,2399,10
Well-1,2400,1
Well-1,2401,1
Well-1,2402,5
Well-1,2403,1
Well-1,2404,8
Well-1,2405,6
Well-1,2406,9
Well-1,2407,6
Well-1,2408,1
Well-1,2409,7
Well-1,2410,4
Well-1,2411,10
Well-1,2412,7
Well-1,2413,10
Well-1,2414,4
Well-1,2415,2
Well-1,2416,3
Well-1,2417,1
Well-1,2418,6
Well-1,2419,9
Well-1,2420,3
Well-1,2421,4
Well-1,2422,5
Well-1,2423,4
Well-1,2424,10
Well-1,2425,8
Well-1,2426,6
Well-1,2427,3
Well-1,2428,10
Well-1,2429,4
Well-1,2430,6
Well-1,2431,2
Well-1,2432,6
Well-1,2433,8
Well-1,2434,1
Well-1,2435,1
Well-1,2436,7
Well-1,2437,7
Well-1,2438,9
Well-1,2439,8
Well-1,2440,7
Well-1,2441,10
Well-1,2442,5
Well-1,2443,8
Well-1,2444,7
Well-1,2445,6
Well-1,2446,7
Well-1,2447,5
Well-1,2448,9
Well-1,2449,8
Well-1,2450,10
Well-1,2451,8
Well-1,2452,1
Well-1,2453,9
Well-1,2454,10
Well-1,2455,4
Well-1,2456,1
Well-1,2457,7
Well-1,2458,7
Well-1,2459,4
Well-1,2460,8
Well-1,2461,4
Well-1,2462,5
Well-1,2463,7
Well-1,2464,6
Well-1,2465,2
Well-1,2466,7
Well-1,2467,8
Well-1,2468,3
Well-1,2469,10
Well-1,2470,4
Well-1,2471,2
Well-1,2472,7
Well-1,2473,10
Well-1,2474,9
Well-1,2475,9
Well-1,2476,8
Well-1,2477,6
Well-1,2478,1
Well-1,2479,7
Well-1,2480,5
Well-1,2481,9
Well-1,2482,5
Well-1,2483,8
Well-1,2484,8
Well-1,2485,1
Well-1,2486,9
Well-1,2487,8
Well-1,2488,9
Well-1,2489,7
Well-1,2490,4
Well-1,2491,4
Well-1,2492,3
Well-1,2493,7
Well-1,2494,5
Well-1,2495,7
Well-1,2496,5
Well-1,2497,4
Well-1,2498,3
Well-1,2499,3
Well-1,2500,4
Well-1,2501,7
Well-1,2502,1
Well-1,2503,7
Well-1,2504,8
Well-1,2505,4
Well-1,2506,2
Well-1,2507,10
Well-1,2508,7
Well-1,2509,6
Well-1,2510,5
Well-1,2511,9
Well-1,2512,1
Well-1,2513,9
Well-1,2514,8
Well-1,2515,4
Well-1,2516,6
Well-1,2517,9
Well-1,2518,1
Well-1,2519,2
Well-1,2520,8
Well-1,2521,10
Well-1,2522,3
Well-1,2523,1
Well-1,2524,6
Well-1,2525,2
Well-1,2526,5
Well-1,2527,3
Well-1,2528,2
Well-1,2529,9
Well-1,2530,5
Well-1,2531,4
Well-1,2532,1
Well-1,2533,10
Well-1,2534,1
Well-1,2535,4
Well-1,2536,10
Well-1,2537,8
Well-1,2538,8
Well-1,2539,4
Well-1,2540,8
Well-1,2541,9
Well-1,2542,9
Well-1,2543,6
Well-1,2544,8
Well-1,2545,4
Well-1,2546,9
Well-1,2547,10
Well-1,2548,2
Well-1,2549,2
Well-1,2550,4
Well-1,2551,5
Well-1,2552,6
Well-1,2553,7
Well-1,2554,6
Well-1,2555,5
Well-1,2556,2
Well-1,2557,9
Well-1,2558,3
Well-1,2559,1
Well-1,2560,3
Well-1,2561,10
Well-1,2562,5
Well-1,2563,1
Well-1,2564,10
Well-1,2565,2
Well-1,2566,5
Well-1,2567,7
Well-1,2568,2
Well-1,2569,8
Well-1,2570,6
Well-1,2571,6
Well-1,2572,4
Well-1,2573,1
Well-1,2574,8
Well-1,2575,2
Well-1,2576,3
Well-1,2577,2
Well-1,2578,9
Well-1,2579,5
Well-1,2580,4
Well-1,2581,7
Well-1,2582,10
Well-1,2583,7
Well-1,2584,10
Well-1,2585,2
Well-1,2586,7
Well-1,2587,1
Well-1,2588,9
Well-1,2589,3
Well-1,2590,7
Well-1,2591,5
Well-1,2592,3
Well-1,2593,5
Well-1,2594,9
Well-1,2595,3
Well-1,2596,5
Well-1,2597,10
Well-1,2598,10
Well-1,2599,4
Well-1,2600,5
Well-1,2601,7
Well-1,2602,8
Well-1,2603,4
Well-1,2604,1
Well-1,2605,10
Well-1,2606,5
Well-1,2607,7
Well-1,2608,4
Well-1,2609,4
Well-1,2610,5
Well-1,2611,8
Well-1,2612,7
Well-1,2613,4
Well-1,2614,1
Well-1,2615,10
Well-1,2616,3
Well-1,2617,8
Well-1,2618,2
Well-1,2619,7
Well-1,2620,7
Well-1,2621,4
Well-1,2622,5
Well-1,2623,2
Well-1,2624,1
Well-1,2625,1
Well-1,2626,8
Well-1,2627,5
Well-1,2628,2
Well-1,2629,8
Well-1,2630,10
Well-1,2631,6
Well-1,2632,2
Well-1,2633,3
Well-1,2634,4
Well-1,2635,7
Well-1,2636,4
Well-1,2637,6
Well-1,2638,1
Well-1,2639,7
Well-1,2640,8
Well-1,2641,2
Well-1,2642,9
Well-1,2643,10
Well-1,2644,2
Well-1,2645,9
Well-1,2646,4
Well-1,2647,10
Well-1,2648,8
Well-1,2649,3
Well-1,2650,4
Well-1,2651,10
Well-1,2652,1
Well-1,2653,4
Well-1,2654,10
Well-1,2655,4
Well-1,2656,2
Well-1,2657,4
Well-1,2658,2
Well-1,2659,1
Well-1,2660,10
Well-1,2661,2
Well-1,2662,5
Well-1,2663,7
Well-1,2664,10
Well-1,2665,2
Well-1,2666,9
Well-1,2667,2
Well-1,2668,6
Well-1,2669,9
Well-1,2670,7
Well-1,2671,8
Well-1,2672,2
Well-1,2673,4
Well-1,2674,3
Well-1,2675,10
Well-1,2676,9
Well-1,2677,6
Well-1,2678,8
Well-1,2679,6
Well-1,2680,6
Well-1,2681,3
Well-1,2682,4
Well-1,2683,1
Well-1,2684,6
Well-1,2685,4
Well-1,2686,4
Well-1,2687,10
Well-1,2688,8
Well-1,2689,3
Well-1,2690,8
Well-1,2691,7
Well-1,2692,5
Well-1,2693,3
Well-1,2694,3
Well-1,2695,4
Well-1,2696,10
Well-1,2697,1
Well-1,2698,3
Well-1,2699,8
Well-1,2700,3
Well-1,2701,3
Well-1,2702,3
Well-1,2703,6
Well-1,2704,8
Well-1,2705,1
Well-1,2706,10
Well-1,2707,9
Well-1,2708,3
Well-1,2709,6
Well-1,2710,7
Well-1,2711,8
Well-1,2712,2
Well-1,2713,4
Well-1,2714,4
Well-1,2715,10
Well-1,2716,5
Well-1,2717,8
Well-1,2718,6
Well-1,2719,8
Well-1,2720,8
Well-1,2721,6
Well-1,2722,3
Well-1,2723,10
Well-1,2724,2
Well-1,2725,7
Well-1,2726,5
Well-1,2727,8
Well-1,2728,2
Well-1,2729,2
Well-1,2730,2
Well-1,2731,6
Well-1,2732,9
Well-1,2733,4
Well-1,2734,6
Well-1,2735,5
Well-1,2736,7
Well-1,2737,7
Well-1,2738,9
Well-1,2739,5
Well-1,2740,7
Well-1,2741,5
Well-1,2742,7
Well-1,2743,9
Well-1,2744,5
Well-1,2745,6
Well-1,2746,4
Well-1,2747,10
Well-1,2748,7
Well-1,2749,5
Well-1,2750,6
Well-1,2751,7
Well-1,2752,9
Well-1,2753,6
Well-1,2754,2
Well-1,2755,3
Well-1,2756,6
Well-1,2757,7
Well-1,2758,8
Well-1,2759,10
Well-1,2760,10
Well-1,2761,8
Well-1,2762,1
Well-1,2763,3
Well-1,2764,10
Well-1,2765,7
Well-1,2766,3
Well-1,2767,6
Well-1,2768,9
Well-1,2769,4
Well-1,2770,3
Well-1,2771,4
Well-1,2772,5
Well-1,2773,8
Well-1,2774,1
Well-1,2775,7
Well-1,2776,10
Well-1,2777,4
Well-1,2778,9
Well-1,2779,3
Well-1,2780,4
Well-1,2781,3
Well-1,2782,7
Well-1,2783,1
Well-1,2784,9
Well-1,2785,4
Well-1,2786,7
Well-1,2787,9
Well-1,2788,3
Well-1,2789,6
Well-1,2790,7
Well-1,2791,1
Well-1,2792,2
Well-1,2793,8
Well-1,2794,7
Well-1,2795,8
Well-1,2796,8
Well-1,2797,6
Well-1,2798,1
Well-1,2799,4
Well-1,2800,8
Well-2,0,4
Well-2,1,4
Well-2,2,1
Well-2,3,5
Well-2,4,5
Well-2,5,1
Well-2,6,7
Well-2,7,5
Well-2,8,6
Well-2,9,1
Well-2,10,2
Well-2,11,4
Well-2,12,10
Well-2,13,2
Well-2,14,7
Well-2,15,3
Well-2,16,10
Well-2,17,8
Well-2,18,9
Well-2,19,3
Well-2,20,7
Well-2,21,8
Well-2,22,1
Well-2,23,10
Well-2,24,4
Well-2,25,4
Well-2,26,10
Well-2,27,6
Well-2,28,2
Well-2,29,9
Well-2,30,3
Well-2,31,5
Well-2,32,2
Well-2,33,8
Well-2,34,8
Well-2,35,8
Well-2,36,1
Well-2,37,2
Well-2,38,1
Well-2,39,10
Well-2,40,8
Well-2,41,5
Well-2,42,8
Well-2,43,5
Well-2,44,8
Well-2,45,8
Well-2,46,10
Well-2,47,1
Well-2,48,7
Well-2,49,5
Well-2,50,8
Well-2,51,8
Well-2,52,2
Well-2,53,6
Well-2,54,6
Well-2,55,2
Well-2,56,8
Well-2,57,2
Well-2,58,5
Well-2,59,10
Well-2,60,8
Well-2,61,3
Well-2,62,5
Well-2,63,7
Well-2,64,1
Well-2,65,5
Well-2,66,1
Well-2,67,5
Well-2,68,2
Well-2,69,9
Well-2,70,5
Well-2,71,7
Well-2,72,9
Well-2,73,7
Well-2,74,5
Well-2,75,7
Well-2,76,5
Well-2,77,2
Well-2,78,9
Well-2,79,6
Well-2,80,8
Well-2,81,6
Well-2,82,9
Well-2,83,6
Well-2,84,4
Well-2,85,9
Well-2,86,3
Well-2,87,2
Well-2,88,10
Well-2,89,9
Well-2,90,5
Well-2,91,6
Well-2,92,8
Well-2,93,4
Well-2,94,1
Well-2,95,10
Well-2,96,4
Well-2,97,5
Well-2,98,8
Well-2,99,5
Well-2,100,5
Well-2,101,10
Well-2,102,9
Well-2,103,2
Well-2,104,6
